 YYYY DOY   AU     ELAT   ELON
 1998 254  0.718   2.95  136.96
 1998 255  0.718   3.00  138.58
 1998 256  0.718   3.04  140.21
 1998 257  0.718   3.08  141.84
 1998 258  0.719   3.12  143.46
 1998 259  0.719   3.16  145.09
 1998 260  0.719   3.19  146.71
 1998 261  0.719   3.22  148.34
 1998 262  0.719   3.25  149.96
 1998 263  0.719   3.28  151.59
 1998 264  0.719   3.30  153.21
 1998 265  0.719   3.32  154.84
 1998 266  0.719   3.34  156.46
 1998 267  0.719   3.36  158.09
 1998 268  0.719   3.37  159.71
 1998 269  0.719   3.38  161.34
 1998 270  0.719   3.39  162.96
 1998 271  0.719   3.39  164.58
 1998 272  0.719   3.39  166.21
 1998 273  0.719   3.39  167.83
 1998 274  0.719   3.39  169.45
 1998 275  0.720   3.38  171.08
 1998 276  0.720   3.38  172.70
 1998 277  0.720   3.36  174.32
 1998 278  0.720   3.35  175.94
 1998 279  0.720   3.33  177.56
 1998 280  0.720   3.31  179.18
 1998 281  0.720   3.29  180.80
 1998 282  0.720   3.27  182.42
 1998 283  0.720   3.24  184.04
 1998 284  0.720   3.21  185.65
 1998 285  0.721   3.18  187.27
 1998 286  0.721   3.14  188.89
 1998 287  0.721   3.11  190.50
 1998 288  0.721   3.07  192.12
 1998 289  0.721   3.02  193.73
 1998 290  0.721   2.98  195.35
 1998 291  0.721   2.93  196.96
 1998 292  0.721   2.88  198.57
 1998 293  0.721   2.83  200.18
 1998 294  0.722   2.78  201.80
 1998 295  0.722   2.72  203.41
 1998 296  0.722   2.66  205.02
 1998 297  0.722   2.60  206.62
 1998 298  0.722   2.54  208.23
 1998 299  0.722   2.48  209.84
 1998 300  0.722   2.41  211.45
 1998 301  0.723   2.34  213.05
 1998 302  0.723   2.27  214.66
 1998 303  0.723   2.20  216.26
 1998 304  0.723   2.13  217.86
 1998 305  0.723   2.05  219.47
 1998 306  0.723   1.98  221.07
 1998 307  0.723   1.90  222.67
 1998 308  0.724   1.82  224.27
 1998 309  0.724   1.74  225.87
 1998 310  0.724   1.66  227.47
 1998 311  0.724   1.57  229.07
 1998 312  0.724   1.49  230.67
 1998 313  0.724   1.40  232.26
 1998 314  0.724   1.32  233.86
 1998 315  0.724   1.23  235.45
 1998 316  0.725   1.14  237.05
 1998 317  0.725   1.05  238.64
 1998 318  0.725   0.96  240.24
 1998 319  0.725   0.87  241.83
 1998 320  0.725   0.78  243.42
 1998 321  0.725   0.69  245.01
 1998 322  0.725   0.59  246.60
 1998 323  0.725   0.50  248.19
 1998 324  0.726   0.41  249.78
 1998 325  0.726   0.31  251.37
 1998 326  0.726   0.22  252.96
 1998 327  0.726   0.13  254.55
 1998 328  0.726   0.03  256.14
 1998 329  0.726  -0.06  257.72
 1998 330  0.726  -0.16  259.31
 1998 331  0.726  -0.25  260.90
 1998 332  0.727  -0.34  262.48
 1998 333  0.727  -0.44  264.07
 1998 334  0.727  -0.53  265.65
 1998 335  0.727  -0.62  267.24
 1998 336  0.727  -0.72  268.82
 1998 337  0.727  -0.81  270.40
 1998 338  0.727  -0.90  271.99
 1998 339  0.727  -0.99  273.57
 1998 340  0.727  -1.08  275.15
 1998 341  0.727  -1.17  276.74
 1998 342  0.727  -1.25  278.32
 1998 343  0.727  -1.34  279.90
 1998 344  0.728  -1.43  281.48
 1998 345  0.728  -1.51  283.06
 1998 346  0.728  -1.59  284.65
 1998 347  0.728  -1.68  286.23
 1998 348  0.728  -1.76  287.81
 1998 349  0.728  -1.84  289.39
 1998 350  0.728  -1.91  290.97
 1998 351  0.728  -1.99  292.55
 1998 352  0.728  -2.07  294.13
 1998 353  0.728  -2.14  295.71
 1998 354  0.728  -2.21  297.29
 1998 355  0.728  -2.28  298.87
 1998 356  0.728  -2.35  300.46
 1998 357  0.728  -2.42  302.04
 1998 358  0.728  -2.48  303.62
 1998 359  0.728  -2.54  305.20
 1998 360  0.728  -2.61  306.78
 1998 361  0.728  -2.66  308.36
 1998 362  0.728  -2.72  309.94
 1998 363  0.728  -2.78  311.52
 1998 364  0.728  -2.83  313.10
 1998 365  0.728  -2.88  314.69
